"","nct_id","...1","study_type","phase","start_date","completion_date","official_title","enrollment","agency_class","classification","White_percent","Black_percent","POC_percent","Black_POC_percent","female_percent","total_sex","start_year","end_year","years_passed","countries","vi","Countries_name","funding","start_year_binary","id","name","drugs","opioids","N_total","White_N","Black_N","POC_N","Black_POC_N","phase_binary","pain_type","special_population","Black_percent_2","multiple_locations","Location_Black_Percent","Location_Black_N","Nature","kids_2","Nature_2","female_2","veterans_2","Mean_Trips","Mean_Vehicles","Mean_Cost","Mean_Black_highschool","Mean_Black_bachelor","Mean_Computer","Mean_Internet","Mean_insurance","Mean_uninsured","Black_diff","Median_Black_Income","state","body_count","Mean_body_count","Mean_hours_work_Black","Mean_weeks_unemployed_black_2","Median_weeks_unemployed_black_2","Mean_housing_units","Mean_homeowner_rates","Mean_poverty_rates","bi_year","diverse_index","Mean_Religious","State_politics","N_binary","Mean_total_bachelor","acute_2","chronic_2","cancer_2","N_total_quartile","start_year_quartile","Location_Black_Percent_quartile","Mean_Trips_quartile","Mean_Vehicles_quartile","Mean_Cost_quartile","Mean_Black_highschool_quartile","Mean_Black_bachelor_quartile","Mean_Computer_quartile","Mean_Internet_quartile","Mean_insurance_quartile","Median_Black_Income_quartile","Mean_body_count_quartile","Mean_weeks_unemployed_black_2_quartile","Mean_housing_units_quartile","Mean_homeowner_rates_quartile","Mean_poverty_rates_quartile","Mean_Religious_quartile","Mean_Computer_Overtime","Mean_Internet_Overtime","Mean_Highschool_Overtime","Mean_Bachelor_Overtime","Mean_Employment_Overtime","Mean_Homeownership_Overtime","Mean_Housing_Overtime","Mean_Insurance_Overtime","Mean_MedianIncome_Overtime","Mean_body_Overtime","Mean_Population_Overtime","Mean_Poverty_Overtime","Mean_Transport_Overtime","Mean_Computer_Overtime_quartile","Mean_Internet_Overtime_quartile","Mean_Highschool_Overtime_quartile","Mean_Bachelor_Overtime_quartile","Mean_Employment_Overtime_quartile","Mean_Homeownership_Overtime_quartile","Mean_Housing_Overtime_quartile","Mean_Insurance_Overtime_quartile","Mean_MedianIncome_Overtime_quartile","Mean_body_Overtime_quartile","Mean_Population_Overtime_quartile","Mean_Poverty_Overtime_quartile","Mean_Transport_Overtime_quartile","elderly_2","Mean_Total_Population_Overtime","special_population_2"
"11","NCT00234286",23,"Interventional",NA,2005-08-31,2013-09-30,"Intervention to Improve Care at Life's End in VA Medical Centers",78,"U.S. Fed",NA,65,35,0,35,2,NA,2005,2013,8,"North America",0,"United States","Non-Industry","Earlier 2013",5041819,"Comfort care education intervention",0,"Non-opioids",6066,3528,1876,932,2808,NA,"pallative",NA,30.9264754368612,"no",0.2664,1299050,"GOVERNMENT","non-kids","Government","non-female","non-veterans",1.62507069982056,900,22.6392183673469,83.3613868714217,17.195147573548,87.6352559797239,80.1686731141783,90.3,9.7,"1",33928,"Alabama","278",278,39.1,20.7,12.4,2284847,70.725,16,"Before","0",0.77,"R","large",25.3013815767412,"non-acute","non-chronic","non-cancer","3","1","3","0","0","1","0","0","0","0","1","0","1","0","0","3","3","3",75,55.3,80.9,19.8,52.9,76.575,125458161,85.973564767092,37150,10,1256566,16.7,6.81114958575696,"0","0","0","2","1","3","3","1","0","1","1","3","0","non-elderly",26.2588871163301,"general"
"12","NCT00269321",24,"Interventional","Phase 2",2003-10-31,2008-03-31,"Randomized Clinical Trial of Chiropractic Manual Therapy Plus Home Exercise, Supervised Exercise Plus Home Exercise and Home Exercise Alone For Individuals 65 and Over With Chronic Mechanical Low Back Pain",240,"Other",NA,96,2,2,4,51,NA,2003,2008,5,"North America",0,"United States","Non-Industry","Earlier 2013",5039196,"Chiropractic Manual treatment + home exercise (procedure+behavior), Supervised rehabilitative exercise+home exercise, Home exercise",0,"Non-opioids",247,232,6,9,15,"Early Phase","chronic","elderly",2.42914979757085,"no",0.0641,356515,"PROPRIETARY","non-kids","Non-Government","non-female","non-veterans",18.5628819171079,3192,19.0102597701149,81.7437570733571,23.0232569533244,92.6590939021884,87.4669335225385,95.1,4.9,"0",37811,"Minnesota","71",71,38.5,13.4,7.3,2477753,71.425,8.7,"Before","0",0.49,"R","small",37.1630582351401,"non-acute","chronic","non-cancer","3","0","0","1","0","0","0","2","2","3","3","0","0","0","0","3","0","0",68,61.7,92.3,32.5,66.4,76.525,4385565,91.2776146292948,52823,4,268406,7.4,7.83802073605776,"0","0","3","3","3","3","1","3","2","0","0","0","1","elderly",5.05417106668494,"elderly"
"13","NCT00293020",27,"Interventional","Phase 3",2006-02-28,2008-06-30,"An Open Label, Long-term Treatment Evaluation of the Safety of BEMA™ Fentanyl Use for Breakthrough Pain in Cancer Subjects on Chronic Opioid Therapy",244,"Industry","United States",86,9,5,14,53,243,2006,2008,2,"North America",0,"United States","Industry","Earlier 2013",5037428,"BEMA Fentanyl",1,"Opioids",243,209,23,9,32,"Late Phase","cancer",NA,9.46502057613169,"no",0.1213,3428210,"PROPRIETARY","non-kids","Non-Government","non-female","non-veterans",10.0313270985708,10375,25.6830383233533,89.9678371268443,25.1026878645774,92.4704183608953,84.7096193249626,81.6,18.4,"0",46572,"Texas","624",624,40.1,26.5,9.3,11283353,62.425,13.7,"Before","0",0.64,"R","small",30.2773131098502,"non-acute","non-chronic","cancer","3","1","1","1","2","3","3","2","2","0","0","2","3","3","3","0","3","3",79,60.3,78.7,25.5,58.6,65.975,2701301,76.1413438202638,43307,24,2904687,16.4,9.43231929885351,"0","0","0","3","2","1","1","0","0","2","3","3","2","non-elderly",11.5004707188636,"general"
"14","NCT00293033",28,"Interventional","Phase 3",2006-02-28,2007-04-30,"A Double-blind, Placebo Controlled Evaluation of the Efficacy, Safety and Tolerability of BEMA™ Fentanyl in the Treatment of Breakthrough Pain in Cancer Subjects",152,"Industry","United States",87,8,5,13,56,151,2006,2007,1,"North America",0,"United States","Industry","Earlier 2013",5037427,"BEMAâ„¢, Placebo",1,"Opioids",151,131,12,8,20,"Late Phase","cancer",NA,7.94701986754967,"no",0.2144,2200760,"PROPRIETARY","non-kids","Non-Government","non-female","non-veterans",6.85852263538856,3932,19.626534375,86.6484511796544,21.4244776562496,91.1145518013476,83.7164639686858,88.7,11.3,"0",39108,"North Carolina","264",264,38.5,25.5,12.6,4747943,65.05,14.1,"Before","0",0.65,"R","small",31.8954262899941,"non-acute","non-chronic","cancer","2","1","3","0","1","0","1","1","1","0","0","1","1","2","1","1","3","3",79.1,61.2,84.2,25.6,60,70.175,7970267,82.5999306198871,39797,13,2023810,13.8,8.40197402658067,"0","0","1","3","3","3","3","0","0","1","2","2","1","non-elderly",21.1661112132563,"general"
"15","NCT00305058",31,"Interventional","Phase 2/Phase 3",2005-07-31,2007-03-31,"A Randomized Clinical Trial Comparing Intravenous Morphine and Intravenous Hydromorphone in the Treatment of Adult ED Patients With Moderate to Severe Pain",194,"Other","United States",25,27,48,75,70,183,2005,2007,2,"North America",0,"United States","Non-Industry","Earlier 2013",5036531,"Morphine, Hydromorphone",1,"Opioids",183,45,49,89,138,"Early Phase","acute","elderly",26.775956284153,"no",0.1566,3065470,"NON-PROFIT","non-kids","Non-Government","non-female","non-veterans",202.884364842149,20351,24.2147890625,84.6531632829577,24.9827276206052,91.0321739581328,85.5337589965215,94.8,5.2,"1",48557,"New York","292",292,38.4,37,17.8,8404381,52,11.8,"Before","1",0.46,"D","small",37.275328091991,"acute","non-chronic","non-cancer","2","1","2","3","3","3","0","2","0","1","3","2","1","3","2","0","1","0",81.3,67.8,85.7,30.4,55.2,55.925,849932,87.9470878655293,47176,12,2792447,14.5,6.33298278377812,"0","0","2","3","1","0","0","2","0","1","3","2","0","elderly",14.3997846978615,"elderly"
"16","NCT00305110",32,"Interventional","Phase 2",2006-01-31,2006-10-31,"Safety and Speed of Onset of a Fixed Dose of Intravenous Hydromorphone in the Treatment of Adult Patients Presenting to the Emergency Department With Acute Severe Pain",298,"Other","United States",6,32,62,94,62,269,2006,2006,0,"North America",0,"United States","Non-Industry","Earlier 2013",5036527,"2 mg IV hydromorphone",1,"Opioids",269,16,85,168,253,"Early Phase","acute",NA,31.5985130111524,"no",0.1566,3065470,"NON-PROFIT","non-kids","Non-Government","non-female","non-veterans",202.884364842149,20351,24.2147890625,84.6531632829577,24.9827276206052,91.0321739581328,85.5337589965215,94.8,5.2,"1",48557,"New York","292",292,38.4,37,17.8,8404381,52,11.8,"Before","1",0.46,"D","small",37.275328091991,"acute","non-chronic","non-cancer","3","1","2","3","3","3","0","2","0","1","3","2","1","3","2","0","1","0",81.3,67.8,85.1,32.2,54.9,55.65,867425,86.6167945291493,48222,12,2792447,14,6.33298278377812,"0","0","1","3","1","0","0","1","0","1","3","2","0","non-elderly",14.3997846978615,"general"
"17","NCT00365105",38,"Interventional","Phase 3",2006-07-11,2017-02-27,"Randomized Phase III Trial to Evaluate Radiopharmaceuticals and Zoledronic Acid in the Palliation of Osteoblastic Metastases From Lung, Breast, and Prostate Cancer",261,"NIH",NA,89,10,1,11,38,NA,2006,2017,11,"North America",0,"United States","Non-Industry","Earlier 2013",5032048,"Calcium, Vitamin D, zoledronic acid, Sm-153, Sr-89",1,"Non-opioids",248,221,25,2,27,"Late Phase","cancer",NA,10.0806451612903,"yes",0.12274375,1016725.09375,"Mixed","non-kids","Non-Government","non-female","non-veterans",27.7185135081166,6772.1768707483,21.7549758128999,86.2005871211055,20.4961545056736,91.3838085347907,85.2716553265647,92.352380952381,7.64761904761905,"0",40127.6870748299,"Alabama,California,California,California,California,California,California,California,Florida,Florida,Florida,Florida,Florida,Florida,Florida,Florida,Florida,Florida,Florida,Florida,Georgia,Georgia,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Indiana,Indiana,Indiana,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Kansas,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Massachusetts,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Minnesota,Mississippi,Missouri,Missouri,Missouri,Missouri,Montana,Montana,Montana,Montana,Nebraska,New Jersey,New Jersey,New Jersey,New Jersey,New Jersey,New Mexico,New York,New York,New York,New York,New York,New York,New York,North Carolina,North Carolina,North Carolina,North Dakota,Ohio,Ohio,Ohio,Ohio,Ohio,Ohio,Ohio,Ohio,Ohio,Ohio,Ohio,Ohio,Ohio,Ohio,Ohio,Ohio,Ohio,Ohio,Ohio,Ohio,Oklahoma,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,South Carolina,South Carolina,Utah,Utah,Utah,Utah,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Wisconsin,Wisconsin,Wisconsin","278,808,808,808,808,808,808,808,620,620,620,620,620,620,620,620,620,620,620,620,542,542,532,532,532,532,532,532,532,532,532,144,144,144,34,34,34,34,34,34,34,60,60,76,341,4,269,45,45,277,277,277,277,277,277,277,277,277,277,277,71,208,318,318,318,318,1,1,1,1,33,243,243,243,243,243,8,292,292,292,292,292,292,292,264,264,264,1,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,140,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,229,229,14,14,14,14,79,79,79,79,79,79,79,96,96,96",307.082191780822,38.6979591836735,23.03046875,10.26328125,5207932.87142857,66.7367346938776,11.7170068027211,"Before","0",0.540136054421769,"Mixed","small",31.8723281366547,"non-acute","non-chronic","cancer","3","1","2","2","2","1","1","0","1","1","2","1","2","1","1","2","1","1",81.6884353741497,68.0340136054422,87.5972789115646,27.1877551020408,58.4673469387755,70.7680272108844,2825424.1292517,87.1113371137699,48457.2108843537,15.4852941176471,1307838.28571429,11.6408163265306,9.16427557019765,"0","0","2","3","2","3","1","1","1","1","1","0","1","non-elderly",11.0889980406012,"general"
"18","NCT00366444",39,"Interventional","Phase 3",2006-08-31,NA,"Multicenter Study to Evaluate the Analgesic Efficacy of XP21L in Subjects With Pain Following Bunionectomy Surgery",201,"Industry","United States",58,21,21,42,87,201,2006,NA,NA,"North America",0,"United States","Industry","Earlier 2013",5031947,"diclofenac potassium (XP21L), Placebo",1,"Non-opioids",201,117,42,42,84,"Late Phase","acute",NA,20.8955223880597,"yes",0.120125,1385177.25,"PROPRIETARY","non-kids","Non-Government","non-female","non-veterans",25.7694176097515,10687.6666666667,22.7849768101125,89.6869710520722,26.0387478617464,93.5200297942983,88.2460582616348,92.85,7.15,"1",53192,"California,California,Maryland,Maryland,Pennsylvania,Utah","808,808,269,269,308,14",412.666666666667,38.85,22.98,11.16,6756575.5,64.7083333333333,9.76666666666667,"Before",NA,0.538333333333333,"Mixed","small",36.1783244698464,"acute","non-chronic","non-cancer","2","1","1","2","3","2","3","3","3","3","2","3","3","1","2","1","0","1",84.7833333333333,70.7833333333333,85.7833333333333,30.7666666666667,60.5666666666667,68.7041666666667,2486894.66666667,85.3262119166404,56846.5,30,1503020,10.3,12.4549494479509,"1","1","2","3","3","2","1","1","2","3","1","0","3","non-elderly",13.4952289967633,"general"
"19","NCT00371462",42,"Interventional",NA,2007-10-31,2011-09-30,"PDA+: A Personal Digital Assistant for Obesity Treatment",70,"U.S. Fed","United States",75,25,0,25,14,69,2007,2011,4,"North America",0,"United States","Non-Industry","Earlier 2013",5031566,"Use of PDA + support to reduce weight and pain, MOVE! level 2 group weight loss counseling",0,"Non-opioids",69,52,17,NA,17,NA,"chronic","veterans",24.6376811594203,"no",0.142,1813590,"GOVERNMENT","non-kids","Government","non-female","veterans",45.6900602164346,10460,21.7419085106383,86.7042844980527,22.1034066712746,91.6393688615911,85.4066304066304,92.6,7.4,"1",38573,"Illinois","532",532,38.4,43,17.1,5388066,65.175,10.9,"Before",NA,0.51,"D","small",35.1771599850269,"non-acute","chronic","non-cancer","1","1","2","3","3","1","1","1","1","1","2","0","3","3","2","2","1","1",79.9,69.3,87.2843,19.2183,54.9,69.425,644649,87.0462612138163,52506,26,1838731,10,6.03837995473793,"0","1","2","1","1","2","0","1","1","3","2","0","0","non-elderly",14.3168047504798,"veterans"
"20","NCT00375934",44,"Interventional","Phase 3",2006-09-30,NA,"Multicenter Study to Evaluate the Analgesic Efficacy of XP21L in Subjects With Pain Following Bunionectomy Surgery",200,"Industry","United States",62,12,26,38,86,200,2006,NA,NA,"North America",0,"United States","Industry","Earlier 2013",5031229,"diclofenac potassium (XP21L), Placebo",1,"Non-opioids",200,123,23,54,77,"Late Phase","acute",NA,11.5,"yes",0.0666,1732529.5,"PROPRIETARY","non-kids","Non-Government","non-female","non-veterans",11.4933089248452,8174.75,25.0390616372518,89.6038447629376,24.4407925936124,93.4209794345584,86.0974368905825,83.775,16.225,"1",45367,"Texas,Texas,Texas,Utah","624,624,624,14",471.5,39.975,26.5,9.3,8745895,64.775,12.25,"Before",NA,0.64,"R","small",31.469207469329,"acute","non-chronic","non-cancer","2","1","0","1","2","3","3","2","3","2","0","2","3","3","3","1","2","3",81.725,63.925,81.825,25.875,61.525,67.86875,4363360.75,77.9331789460277,46137.25,24,2185192.5,14.625,10.1615273569215,"0","0","0","3","3","2","1","0","0","2","3","2","2","non-elderly",8.86584735044741,"general"
"21","NCT00386243",48,"Interventional",NA,2007-12-31,2012-09-30,"Evaluation of Stepped Care for Chronic Pain in Iraqi/Afghanistan Veterans",242,"U.S. Fed","United States",76,13,11,24,12,NA,2007,2012,5,"North America",0,"United States","Non-Industry","Earlier 2013",5030449,"Cognitive behavioral therapy, Pain self-management program, Co-Analgesic Therapy, Opioid Analgesics",1,"Opioids",241,185,31,25,56,NA,"chronic","veterans",12.8630705394191,"no",0.094,626587,"GOVERNMENT","non-kids","Government","non-female","veterans",4.87224867605803,1818,17.9853388888889,85.9917637754567,18.5947229808069,90.5223829489921,83.0146285385389,91.3,8.7,"1",34895,"Indiana","144",144,40.5,10.9,8.4,2921032,69.55,11.8,"Before","0",0.54,"R","small",26.882966396292,"non-acute","chronic","non-cancer","3","1","1","0","0","0","1","0","0","0","1","0","0","0","0","3","1","1",74.7,65.8,87.1877,14.6486,58.7,73.825,5253354,88.9526287517301,47453,3,578506,11.8,8.67182330071009,"0","0","2","0","2","3","2","2","0","0","0","1","1","non-elderly",8.9129530132787,"veterans"
"22","NCT00387010",NA,"Interventional","Phase 3",2006-12-31,2007-10-31,"A 4-week Open-Label Study to Evaluate the Effect of Treatment With Fentanyl Buccal Tablets on Pain Anxiety Symptoms When Used for the Management of Breakthrough Pain in Opioid-Tolerant Patients With Chronic Pain",218,"Industry",NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,"North America",NA,"United States","Industry",NA,5030393,NA,NA,"Opioids",218,208,7,NA,3,"Late Phase","chronic",NA,3.21100917431193,"yes",0.12819,1302697.45,"PROPRIETARY","non-kids","Non-Government","non-female","non-veterans",23.5578398232234,7804.33333333333,23.9822914350176,87.2995810663026,21.9987627672152,92.1469260813933,85.4553585590083,90.269696969697,9.73030303030303,"0",42606.5151515152,"Alabama,Arizona,California,California,California,California,California,Colorado,Connecticut,Florida,Florida,Florida,Florida,Georgia,Illinois,Illinois,Indiana,Indiana,Indiana,Kansas,Louisiana,Montana,Nevada,Nevada,New York,Oregon,Pennsylvania,Pennsylvania,South Carolina,Tennessee,Texas,Texas,Utah","278,60,808,808,808,808,808,52,41,620,620,620,620,542,532,532,144,144,144,60,341,1,80,80,292,18,308,308,229,201,624,624,14",368.757575757576,38.930303030303,22.6655172413793,11.8103448275862,6091555.15151515,64.1795454545454,12.4484848484848,"Before",NA,0.550909090909091,"Mixed","small",31.4363701537521,"non-acute","chronic","non-cancer","2","1","2","2","2","2","2","1","2","1","1","1","2","1","2","1","2","2",81.2515151515152,67.0575757575758,85.2454545454545,26.8939393939394,59.0606060606061,68.8681818181818,6207631.15151515,83.6569952261765,48074.0606060606,19.3,1466418.06060606,12.0575757575758,9.38588503043864,"0","0","1","3","3","2","2","0","0","2","1","1","2","non-elderly",11.4507956754622,"general"
"23","NCT00399490",49,"Interventional","Phase 2",2006-09-30,2008-02-29,"Open-Label, Multiple-Dose Study Of The Safety And Efficacy Of RN624 In Adults With Pain Due To Osteoarthritis Of The Knee",281,"Industry",NA,89,5,6,11,61,NA,2006,2008,2,"North America",0,"United States","Industry","Earlier 2013",5029455,"RN624 (PF-04383119)",1,"Non-opioids",281,251,15,15,30,"Early Phase","chronic",NA,5.33807829181495,"yes",0.110178260869565,1150074.56521739,"Mixed","non-kids","Non-Government","non-female","non-veterans",19.82581548766,6666.44444444444,22.5001968556038,87.764220704173,22.9682806516865,91.8711051753559,85.2279048906707,89.9333333333333,10.0666666666667,"0",44660.5833333333,"Alabama,Alabama,Arizona,California,California,California,Connecticut,Connecticut,Florida,Florida,Florida,Florida,Hawaii,Idaho,Indiana,Kentucky,Maryland,Massachusetts,Missouri,Nebraska,New Mexico,New York,North Carolina,North Carolina,Ohio,Pennsylvania,Tennessee,Tennessee,Texas,Texas,Texas,Texas,Texas,Utah,Virginia,Washington","278,278,60,808,808,808,41,41,620,620,620,620,2,1,144,76,269,45,318,33,8,292,264,264,368,308,201,201,624,624,624,624,624,14,249,79",329.388888888889,38.9694444444444,22.80625,12.31875,5776831.02777778,65.0277777777778,12.5222222222222,"Before",NA,0.57,"Mixed","small",31.9810711150023,"non-acute","chronic","non-cancer","3","1","1","1","2","1","2","2","2","1","1","2","2","1","2","1","2","2",81.0527777777778,66.0888888888889,84.6888888888889,27.3722222222222,60.3027777777778,69.0951388888889,9143361.08333333,83.9904663820951,47942.75,15.46875,1478761.16666667,12.4805555555556,9.98602262684911,"0","0","1","3","3","2","3","1","0","1","1","1","2","non-elderly",11.6269277915789,"general"
"24","NCT00408876",50,"Interventional","Phase 3",2006-12-31,2007-11-30,"Protocol F1J-MC-HMEO Duloxetine Versus Placebo in the Treatment of Chronic Low Back Pain",404,"Industry","Argentina",80,8,12,20,57,404,2006,2007,1,"North America",0,"United States","Industry","Earlier 2013",5028749,"Duloxetine, Placebo",1,"Non-opioids",404,322,33,49,82,"Late Phase","chronic",NA,8.16831683168317,"yes",0.1607,3359030,NA,"non-kids",NA,"non-female","non-veterans",10.8520119990814,7664,22.4099354166667,83.6675053704509,20.0425132752181,93.1995588371443,85.4328926528048,86.8,13.2,"0",41702,"Florida,Florida,Florida,Florida","620,620,620,620",620,39.4,22.6,10.8,9673682,66.025,13.6,"Before",NA,0.54,"R","large",30.4516559104648,"non-acute","chronic","non-cancer","3","1","3","1","2","1","0","0","3","1","0","1","3","1","3","2","3","1",81.4,69.5,86.7,27.2,61.8,72.425,289098,79.7230375339534,45676,16,2875804,11.5,10.0831815208954,"0","1","2","3","3","3","0","0","0","1","3","0","2","non-elderly",15.261658159499,"general"
"25","NCT00414466",53,"Interventional","Phase 2",2006-12-31,2010-08-31,"A Randomized Double Blind, Placebo-controlled, Dose Response Study of Intraspinal Gabapentin (MDT2004) in Subjects With Chronic, Intractable Pain.",254,"Industry","United States",93,4,3,7,57,NA,2006,2010,4,"North America",0,"United States","Industry","Earlier 2013",5028334,"Intraspinal Gabapentin",1,"Non-opioids",170,159,7,4,11,"Early Phase","chronic",NA,4.11764705882353,"yes",0.126654545454545,1653889.54545455,"Mixed","non-kids","Non-Government","non-female","non-veterans",30.4484748257782,7110,22.4549666529519,86.4601166889267,22.800176707936,92.1955403265871,85.3844510551937,90.5785714285714,9.42142857142857,"0",41174.1428571429,"Arkansas,California,Florida,Louisiana,Minnesota,Minnesota,New York,North Carolina,Oregon,Oregon,Pennsylvania,Texas,Texas,Utah","106,808,620,341,71,71,292,264,18,18,308,624,624,14",298.5,38.9214285714286,22.7636363636364,10.3818181818182,5619752.78571429,64.45,12.3357142857143,"Before",NA,0.567142857142857,"Mixed","small",32.2701127439726,"non-acute","chronic","non-cancer","2","1","2","2","2","1","1","1","2","1","1","1","2","1","2","1","2","2",81.8071428571428,67.2428571428571,85.75,27.3714285714286,58.3,69.0482142857143,3112494.5,83.2067697781326,47063,16.4545454545455,1398906.71428571,12.8285714285714,10.4101999352459,"1","0","2","3","2","2","1","0","0","1","1","1","2","non-elderly",10.8717331244471,"general"
"26","NCT00415597",54,"Interventional","Phase 3",2006-12-31,2008-03-31,"A Long-Term, Open-Label Safety Study of ALO-01 (Morphine Sulfate Plus Naltrexone Hydrochloride Extended-Release) Capsules in Subjects With Chronic Moderate to Severe Nonmalignant Pain",467,"Industry",NA,88,9,3,12,52,NA,2006,2008,2,"North America",0,"United States","Industry","Earlier 2013",5028251,"ALO-01 (Morphine Sulfate Plus Naltrexone Hydrochloride ER)",1,"Opioids",465,410,41,14,55,"Late Phase","chronic",NA,8.81720430107527,"yes",0.126064285714286,1245259.17857143,NA,"non-kids",NA,"non-female","non-veterans",19.5122464267562,6505.68965517241,23.5798651614432,87.0187610804934,21.8796559435718,91.9886546144393,85.134135397272,89.6775862068965,10.3224137931034,"0",42256.6896551724,"Alabama,Arizona,Arizona,Arizona,Arizona,California,California,California,California,California,Florida,Florida,Florida,Florida,Florida,Florida,Florida,Florida,Florida,Georgia,Georgia,Georgia,Illinois,Illinois,Indiana,Iowa,Louisiana,Massachusetts,Massachusetts,Michigan,Missouri,Missouri,Montana,Nebraska,Nevada,Nevada,Nevada,New Jersey,New Mexico,New York,North Carolina,North Carolina,North Carolina,Ohio,Ohio,Ohio,Oklahoma,Oregon,Pennsylvania,South Carolina,Tennessee,Tennessee,Texas,Texas,Texas,Texas,Utah,Virginia","278,60,60,60,60,808,808,808,808,808,620,620,620,620,620,620,620,620,620,542,542,542,532,532,144,34,341,45,45,277,318,318,1,33,80,80,80,243,8,292,264,264,264,368,368,368,140,18,308,229,201,201,624,624,624,624,14,249",360.672413793103,39.0396551724138,22.2754716981132,10.7075471698113,5863582.54385965,64.8206896551724,12.8637931034483,"Before","0",0.565344827586207,"Mixed","large",31.1959577683716,"non-acute","chronic","non-cancer","3","1","2","1","2","2","2","1","2","1","0","1","2","1","2","1","3","2",81.1551724137931,66.401724137931,85.1724137931034,26.6206896551724,59.8827586206897,69.4172413793103,4302010.13793103,83.1871089249631,47172.3965517241,16.6111111111111,1557089.51724138,12.5137931034483,8.8404093076982,"0","0","1","3","3","2","1","0","0","2","1","1","1","non-elderly",12.4925004746745,"general"
"27","NCT00416715",NA,"Interventional","Phase 2",2006-10-31,2010-05-31,"A Pilot Study of Vitamin D Deficiency and Myalgias, Arthralgias and/or Joint Stiffness Associated With Letrozole (Femara® )",100,"Other",NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,"North America",NA,"United States","Non-Industry",NA,5028166,NA,NA,"Non-opioids",100,87,2,11,13,"Early Phase","cancer","female",2,"no",0.038,281683,"GOVERNMENT","non-kids","Government","female","non-veterans",36.3274444869134,9176,31.6889445945946,89.9549312007655,27.2652644054344,94.6878709316023,90.128095190568,93.4,6.6,"0",52742,"Washington","79",79,40.1,19.5,7.1,3195004,63.75,10.3,"Before","0",0.45,"D","small",36.6505101649993,"non-acute","non-chronic","cancer","2","1","0","3","2","3","3","3","3","3","2","3","0","0","1","1","0","0",89.6,75.7,91.1,31.4,61.9,66.675,3249588,88.52519612909,54723,1,229359,8,13.486176059384,"3","2","3","3","3","2","1","2","2","0","0","0","3","non-elderly",3.40068405407906,"female"
"28","NCT00434343",58,"Interventional",NA,2006-11-30,2007-11-30,"A Pilot Feasibility Study of Physical Therapy for the Treatment of Urologic Pelvic Pain Syndromes",48,"NIH",NA,87,4,9,13,51,NA,2006,2007,1,"North America",0,"United States","Non-Industry","Earlier 2013",5026840,"Physical Therapy",0,"Non-opioids",47,41,2,4,6,NA,"chronic",NA,4.25531914893617,"yes",0.115475,1727050,"Mixed","non-kids","Non-Government","non-female","non-veterans",28.1605160418622,11008.4,22.1206223320592,87.2043742297165,21.3133403103691,91.8934444102828,85.8639587023935,93.02,6.98,"0",39492.6,"California,Illinois,Illinois,Michigan,Ohio","808,532,532,277,368",503.4,38.4,30.54,12.34,7000989.6,65.275,11.62,"Before","0",0.524,"Mixed","small",32.6244423438741,"non-acute","chronic","non-cancer","1","1","1","2","3","1","2","1","2","2","2","1","3","3","2","2","1","1",80.66,67.82,86.76,28.32,55.54,70.075,1118952.4,87.0929588807969,49441.6,27.4,1719628.8,11.76,8.50583672205376,"0","0","2","3","2","3","0","1","1","3","2","1","1","non-elderly",12.0754989964802,"general"
